team,department,subdepartment,employee,title
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Margaret Willits,Payroll Administrator
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Johnna Meyer,Director-Human Resources
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Lynne Elder,Manager - Human Resources
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Larry Garrett,Coordinator-Mail Services
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Kathy Butler,Coordinator-Telephone Services
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Brian Himstedt,Senior Director - Information Systems
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Becky Randall,Manager - Systems Analysis & Development
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Scott Novak,Director - Information Systems Operations
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Derek Ferguson,"Manager, Network & Server Administration"
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Anthony Blue,Senior Director - Ticket Operations
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Chris Darr,Director - Ticket Operations
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,Jacque Tschirhart,Coordinator - Vault Services
kc,BUSINESS OPERATIONS,FINANCE & ADMINISTRATION,David Kettlewood,Manager - Ticket Operations
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Michael Swanson,Vice President - Communications & Broadcasting
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Don Free,Manager - Radio Network Operations
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Keith Kowalski,Royals Radio Network Affiliate Sales
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Denny Matthews,Announcer
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Steve Stewart,Announcer
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Steve Physioc,Announcer
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Ryan Lefebvre,Announcer
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Rex Hudler,Announcer
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Joel Goldberg,Announcer
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Mike Cummings,Assistant Director - Media Relations
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Dina Blevins,Coordinator - Media Relations and Alumni
kc,BUSINESS OPERATIONS,COMMUNICATIONS & BROADCASTING,Colby Curry,Coordinator - Communications & Broadcasting 
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Michael Bucek,Vice President - Marketing & Business Development
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Brad Zollars,Director of Advertising and Marketing
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Sara Grasmon,Manager - Promotions & Special Events
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Erin Sleddens,Director - Digital & Social Media
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Julie Cornoni,Manager - Design Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Matt Schulte,Marketing Coordinator
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Don Costante,Senior Director - Event Presentation & Production
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Steven Funke,Director - Event Presentation & Production
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Jana Patton,Senior Editor
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Paul Borger,Event Presentation & Production
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Nicole Averso,Manager - Event Presentation
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Bradley Collins,Mascot
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Wes Engram,Senior Director - Corporate Sponsorships & Broadcast Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,David Hayob,Senior Manager - Corporate Partnerships
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Jason Kramer,Senior Manager - Corporate Partnerships
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Bob Woelfel,Manager - Corporate Partnerships
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Matt Wakefield,Manager - Corporate Partnerships
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Michele Kammerer,Senior Director - Client Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Ben Christian,Senior Manager - Client Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Megan Mackey,Manager - Client Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Breanna Edgley,Radio Traffic Coordinator
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Steve Shiffman,Senior Director - Sales & Service
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Theodore Hodges,Director - Sales & Analytics
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Patrick Dornan,CRM Coordinator
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Angela Blaize,Account Executive - Premium Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Jay Harig,Account Executive - Premium Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Kevin Bell,Group Sales Manager
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Adam Cain,Inside Sales Manager
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Carlos Ocampo,Account Executive - Season Tickets & Group Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Ariel Peralta ,Account Executive - Season Tickets & Group Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Sommer Henderson,Account Executive - Season Tickets & Group Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Keith Rader,Account Executive - Season Tickets & Group Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Bradley Thomas,Account Executive - Season Tickets & Group Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Britt Gardner,Account Executive - Season Tickets & Group Sales
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,,Director - Ticket Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Kendra Zink,Coordinator of Group Sales/Special Events
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Craig Bates,Representative - Account Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Kayla Shively,Representative - Account Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Jamie Johnson,Representative - Account Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Brooke Soske,Representative - Account Services
kc,BUSINESS OPERATIONS,MARKETING & BUSINESS DEVELOPMENT,Ryan Ziegler,Representative - Account Services
det,Detroit Tigers Owner / Director,None,Michael Ilitch,Detroit Tigers Owner / Director
det,Executive Office,None,David Dombrowski,President/CEO/General Manager 
det,Executive Office,None,Jim Devellano,Senior Vice President
det,Executive Office,None,Duane McLean,"Executive Vice President, Business Operations"
det,Executive Office,None,Scot Pett,"Vice President, Ticket & Suite Sales "
det,Executive Office,None,Elaine Lewis,"Vice President, Community & Public Affairs "
det,Executive Office,None,Michael Healy ,"Vice President, Park Operations "
det,Executive Office,None,Stephen Quinn,"Vice President, Finance and Administration and Chief Financial Officer"
det,Executive Office,None,,"Vice President, Corporate Partnerships"
det,Executive Office,None,Ellen Hill Zeringue,"Vice President, Marketing "
det,Executive Office,None,Ron Colangelo,"Vice President, Communications"
det,Executive Office,None,Al Avila,"Vice President, Assistant General Manager"
det,Executive Office,None,Scott Reid,"Vice President, Player Personnel"
det,Executive Office,None,Al Kaline,Special Assistant to the President 
det,Executive Office,None,Willie Horton,Special Assistant to the President
det,Executive Office,None,Marty Lyon,"Executive Assistant to the President, CEO & General Manager "
det,Executive Office,None,Peggy Thompson,"Executive Assistant to the Executive Vice President, Business Operations"
det,Executive Office,None,Donna Bernardo ,"Administrative Assistant, Community & Public Affairs "
det,Executive Office,None,Tracy Rice,Administrative/Accounting Assistant
det,Baseball Operations,None,John Westhoff,"Vice President, Baseball Legal Counsel"
det,Baseball Operations,None,Mike Smith,"Director, Baseball Operations "
det,Baseball Operations,None,Manny Crespo,"Director, Latin American Player Development "
det,Baseball Operations,None,Miguel Garcia,"Director, Latin American Operations "
det,Baseball Operations,None,Tom Moore,"Director, International Operations "
det,Baseball Operations,None,Dan Lunetta,"Director, Minor League Operations"
det,Baseball Operations,None,Ramon Perez ,"Director, Dominican Republic Operations "
det,Baseball Operations,None,Dave Owen ,"Director, Player Development "
det,Baseball Operations,None,David Chadd,"Vice President, Amateur Scouting/Special Assistant to the General Manager "
det,Baseball Operations,None,Dick Egan,Special Assistant to the General Manager 
det,Baseball Operations,None,Scott Pleis ,"Director, Amateur Scouting "
det,Baseball Operations,None,Julian Shabazz,"Assistant, Amateur Scouting"
det,Baseball Operations,None,Scott Bream,"Director, Pro Scouting "
det,Baseball Operations,None,Jim Olander,Major League Scout
det,Baseball Operations,None,Mike Russell ,Major League Scout
det,Baseball Operations,None,Jeff Wetherby,Major League Scout
det,Baseball Operations,None,Bruce Tanner,Major League Scout 
det,Baseball Operations,None,Sam Menzin ,Statistical Analyst Coordinator 
det,Baseball Operations,None,Eric Nieto ,"Scouting Assistant, International Operations "
det,Baseball Operations,None,Eileen Surma,"Executive Assistant to the VP/Assistant GM & VP, Baseball Legal Counsel "
det,Baseball Operations,None,Brian Britten,"Director, Team Travel"
det,Baseball Operations,None,Avi Becher,Minor League Operations Coordinator  
det,Baseball Operations,None,Cheryl Evans ,"Director, Minor League & Scouting Administration "
det,Baseball Operations,None,Marilyn Acevedo ,Administrative Assistant  
det,Baseball Operations,None,Robert Frutchey ,Minor League Clubhouse Manager  
det,Baseball Operations,None,Sharon Lockwood   ,Coordinator International Player Programs  
det,Corporate Sales,None,Steve Cleary ,"Director, Corporate Sales "
det,Corporate Sales,None,Kurt Buhler,"Senior Director, Corporate Sales Manager"
det,Corporate Sales,None,Soula Burns,Corporate Sales Manager 
det,Corporate Sales,None,John Wolski ,Corporate Sales Manager 
det,Corporate Sales,None,Angelita Hernandez   ,Sponsorship Services Manager 
det,Corporate Sales,None, Keri Gallagher ,Sponsorship Services Coordinator 
det,Finance and Administration,None,Kelli Kollman,"Senior Director, Finance "
det,Finance and Administration,None,Sheila Robine,Accounting Manager
det,Finance and Administration,None,DeAndre Berry,"Director, Purchasing and Supplier Diversity "
det,Finance and Administration,None,Kristin Jorgensen,Financial Analyst
det,Finance and Administration,None,Debra Sword,Accounts Payable Coordinator
det,Finance and Administration,None,Sharon Szkarlat,Accounts Receivable Coordinator
det,Finance and Administration,None,Karen Gruca,"Senior Director, Human Resources "
det,Finance and Administration,None,Sarah Thompson ,Human Resources Coordinator 
det,Finance and Administration,None,Maureen Kraatz,"Director, Payroll "
det,Finance and Administration,None,Amy Peterson ,Associate Counsel 
det,Finance and Administration,None,Candice Lentz,Internal Audit Manager 
det,Finance and Administration,None,Mark Cebelak,Payroll Administrator
det,Finance and Administration,None,Stephanie Jenkins,Payroll Coordinator 
det,Finance and Administration,None,Marc Himelstein,"Director, Authentics  "
det,Finance and Administration,None,Paul Kustra,Mail Services Coordinator
det,Finance and Administration,None,Janet Ware,Switchboard Operator
det,Information Technology,None,Jim Darrow  ,"Director, Information Technology "
det,Information Technology,None,Bethany Grzgorczyk ,Technology Specialist
det,Information Technology,None,Adam Wexler ,LAN & Systems Administrator  
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None,Ron Wade,"Director, Marketing "
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None,Angela Perez ,Marketing & Promotions Coordinator  
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None,Mac Slavin ,Social Media Marketing Coordinator 
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None,Eli Bayless,"Director, Promotions & In-Game Entertainment "
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None,Haley Kolff  ,Promotions Coordinator 
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None, Stan Fracker,"Director, Broadcasting & In-Game Entertainment"
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None, Robb Wilson,Scoreboard Technical Manager 
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None, Alex Lovachis,Scoreboard Producer Editor
det,Marketing and Promotions / In-Game Entertainment / Broadcasting,None, Mike Penhollow,Scoreboard Producer Editor
det,Media Relations,None,Aileen Villarreal ,"Director, Baseball Media Relations "
det,Media Relations,None,Chad Crunk  ,"Manager, Baseball Media Relations "
det,Media Relations,None,Kate Ready ,Media Relations Coordinator  
det,Media Relations,None,Eli Bayless,"Director, Promotions, In-Game Entertainment & Special Events "
det,Park Operations,None,Brian Skipinski,"Director, Park Operations"
det,Park Operations,None,Heather Nabozny,Head Groundskeeper
det,Park Operations,None,Gail DeGennaro,Assistant Groundskeeper
det,Park Operations,None,Ed Goward,"Senior Manager, Park Operations"
det,Park Operations,None,Allan Carisse,Park Operations Manager
det,Park Operations,None,Jill Baran,"Manager, Event & Guest Services  "
det,Park Operations,None,Laurie Clayton ,Operations & Event Services Manager  
det,Park Operations,None,Eryka Cheatham,Park Operations Administrative Coordinator 
det,Park Operations,None,Kiril Bayoff,Park Operations Coordinator
det,Park Operations,None,Heather Ennis ,Park Operations Coordinator
det,Park Operations,None,Brandon Weingartz ,Park Operations Coordinator
det,Park Operations,None,Peter Janetta ,Park Operations Coordinator
det,Park Operations,None,Joe Wenzel ,Park Operations Coordinator
det,Park Operations,None,Dan Rucinski ,Park Operations Coordinator
det,Park Operations,None,Nick Radjewski ,Ballpark Electrician
det,Park Operations,None,Al Nesbitt,Ballpark Electrician
det,Park Operations,None,Kleat Pappas,Ballpark Electrician
det,Park Operations,None,Jerry Conners,"Director, Security"
det,Park Operations,None,Gary Dobrowolski,Security Manager  
det,Park Operations,None,Norman Chambers,Housekeeping Supervisor 
det,Park Operations,None,Shunta Goodman,Housekeeping Supervisor 
det,Detroit Tigers Foundation,None,Jordan Field,"Director, Detroit Tigers Foundation "
det,Detroit Tigers Foundation,None,Sam Abrams,"Manager, Player Relations & Youth Sports Programs "
det,Community & Public Affairs,None,Alexandrea Thrubis,"Manager, Community Affairs "
det,Community & Public Affairs,None,Garnet Conerway ,Community Affairs Coordinator 
det,Community & Public Affairs,None,Audrey Zielinski,Administrative Assistant  
det,"Ticket Sales, Suite Sales & Fantasy Camps",None,Steve Fox,"Director, Ticket Sales"
det,"Ticket Sales, Suite Sales & Fantasy Camps",None,Dwain Lewis,"Director, Group Sales"
det,"Ticket Sales, Suite Sales & Fantasy Camps",None,Jeff Lutz,"Assistant Director, Ticket Sales "
